Series Name,Series Code,Country Name,countrycode,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Labor force, total",SL.TLF.TOTL.IN,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,963567504,974556861,985713123,994910742,1004378952,1015903510,1025217000,1037655010,1049729603,1065241628,1076954675,1091111834,1106695192,1120993004,1136029673,1152023083,1164478323,1175362342,1185438088,1193975100,1198790865,1207779022,1212985146,1216263144,1222073274,1227673711,1230723319,1232550964,1234170033,1235787564,1213757736,1237748117,1233331448,1239806514
"Labor force, total",SL.TLF.TOTL.IN,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,172715307,177466300,182660151,188151328,193336101,198583631,201690272,208750288,214004077,218704983,222825205,227630111,232437697,237860675,244262077,250186683,255621392,259692610,263976320,269458602,272010094,275046113,280129303,283403421,286542808,291344573,295229738,299873001,304206293,308819332,292325402,306645986,314476446,317580182
"Labor force, total",SL.TLF.TOTL.IN,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,155493476,159635384,164267518,169260715,173982748,178673050,181249452,187804900,192593489,196984736,200758424,205168118,209747750,214781888,220466575,225788829,230499020,234139032,237862759,243098253,245055571,247601129,252365127,255331040,258128977,262684264,266339834,271008057,275728556,281109415,266480471,280569427,287483182,290065187
"Labor force, total",SL.TLF.TOTL.IN,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,167002649,171669759,176824013,182249510,187388320,192596828,195613041,202590047,207796722,212438832,216539592,221292615,226061194,231429084,237783059,243616680,249009372,253075363,257373599,262769052,265402387,268464386,273536893,276802706,279943880,284737775,288629952,293298854,297672915,302297446,286070004,300409410,308103861,311249868
"Labor force, total",SL.TLF.TOTL.IN,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,191876905,197191451,202968953,209007117,215395125,221960545,228153909,234346539,240980666,247739001,254377340,261044848,267997921,275066817,282156756,289385263,296413350,303466514,310498039,318356707,326414227,335266175,343255824,351227784,357178674,363558948,371360371,381030200,391554654,401415468,407346250,419432367,431651360,432407346
"Labor force, total",SL.TLF.TOTL.IN,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1751104425,1785922757,1821798730,1855474208,1895054886,1933431345,1972127906,2015245776,2058997630,2102102844,2143005027,2184379019,2223804772,2266122929,2309482731,2351652048,2385430842,2420086501,2448701252,2480376011,2508009428,2542898300,2573724000,2603447749,2632830386,2666565839,2697365382,2727525344,2760393236,2794616681,2770788388,2847637113,2877142330,2919607629
"Labor force, total",SL.TLF.TOTL.IN,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114076920,117145277,120590929,124009074,127463891,131160242,134703978,138105023,141826350,145838620,149735412,153638280,157935922,162412466,166953638,171614115,176196277,180876483,185650283,190635304,195839694,202474029,207559619,212698683,215485903,218717970,223184567,227880233,234141266,240498155,243727260,251404646,259471306,256611650
"Labor force, total",SL.TLF.TOTL.IN,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,614765179,631718576,648717515,666467437,685164879,704481606,725795117,747575929,769894775,793208975,815206433,835153026,853041749,872571528,892799303,912735008,926563383,941210493,954535538,969453595,984925604,1000000528,1014399047,1033881555,1052713844,1072388045,1091083314,1108636559,1127043895,1145940799,1151080461,1187729298,1224776854,1258217970
"Labor force, total",SL.TLF.TOTL.IN,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70222883,72424098,74849543,77158379,79486729,81457205,83530807,86069750,88687600,92567049,95334356,97752206,99772156,103458873,107566894,111883033,115682268,119611102,121772786,125662237,128949031,130992702,134451424,137620826,140551766,143214750,147146343,148433059,149614033,151543872,149888530,152921322,158055548,160749533
"Labor force, total",SL.TLF.TOTL.IN,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62320379,64249659,66142046,68006165,69935188,71529671,73236363,75367403,77562049,80945998,83031300,84861063,86263372,89215811,92544912,95997348,98718869,101283527,102071378,104783623,107343634,107940422,109515533,110883108,112400946,113229859,115595183,116713111,117882407,119298272,117072552,120310151,123366786,124578138
"Labor force, total",SL.TLF.TOTL.IN,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61906086,63816936,65692104,67535631,69442642,71014791,72693520,74803353,76987561,80356357,82413116,84279985,85674186,88557204,91871735,95291427,97986502,100497973,101265601,103943948,106463820,107000235,108538061,109872952,111353193,112105557,114445903,115531559,116684239,118043827,115879162,119008461,121975556,124578138
"Labor force, total",SL.TLF.TOTL.IN,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1637027505,1668777480,1701207801,1731465135,1767590995,1802271102,1837423928,1877140753,1917171280,1956264224,1993269616,2030740739,2065868850,2103710463,2142529093,2180037933,2209234566,2239210018,2263050969,2289740707,2312169734,2340424270,2366164381,2390749066,2417344483,2447847869,2474180815,2499645111,2526251970,2554118526,2527061129,2596232467,2617671024,2662995979
"Labor force, total",SL.TLF.TOTL.IN,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,142478544,143464542,145543893,147043356,149527709,151640858,153944141,156766971,158742914,161007619,163326810,164668371,166183826,167333986,168772982,170826613,173247550,174878429,176852461,177100743,177238242,177519515,178780492,179340535,180032142,181091890,183096385,184999057,186530912,188749949,187044880,188162284,190571971,193530484
"Labor force, total",SL.TLF.TOTL.IN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,516568387,523528817,528631719,531810485,538996218,544245083,550883718,558164155,563025277,568457713,573087701,576794620,581554359,586802339,591392096,599067827,606742813,612342201,619259767,623770796,627618374,631512989,638015945,642515867,646791453,652085757,658747314,665488724,672507961,679328062,668740381,678619421,689635889,698997022
"Labor force, total",SL.TLF.TOTL.IN,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3692280,3735914,3746457,3756967,3795744,3823506,3871262,3942435,4004651,4025836,4067157,4156831,4263169,4419940,4500408,4608478,4749500,4873199,4996224,5110156,5226924,5262804,5343305,5456072,5558293,5682228,5800197,5949940,6043162,6145788,6105212,6186686,6354337,6485626
"Labor force, total",SL.TLF.TOTL.IN,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,586592,598464,608920,620108,631276,642307,654458,668801,684336,700012,716212,731126,745506,758556,771219,775556,795322,811570,826099,839961,854562,875737,882612,888637,894896,905865,916293,931140,944192,955494,957855,973686,997524,1015779
"Labor force, total",SL.TLF.TOTL.IN,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,466898405,471507347,474563714,476749576,480900347,484257214,489136708,494172950,497123489,501297917,505252617,507459569,511290122,514609098,518219651,523301554,528968484,533296024,537768668,538739005,539499892,540121718,543451932,545833376,548577333,551363527,555654772,559806528,564020998,568303367,563224170,565735685,552110293,558292177
"Labor force, total",SL.TLF.TOTL.IN,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,165647468,170167695,175114254,180710537,187159118,193536602,198593880,203611039,209450335,215714433,221936963,228319736,234869361,241801456,248739193,255921161,262764233,269343950,276234073,283588678,291052121,300283280,309017145,317909951,325252704,333913559,343649270,351796457,362237188,372931709,379967043,395015755,407525669,410821329
"Labor force, total",SL.TLF.TOTL.IN,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5110262,5176586,5209774,5244267,5303769,5355061,5424414,5521577,5610342,5659483,5730862,5849131,5984209,6171737,6283153,6411368,6588681,6745732,6899970,7043812,7191544,7264865,7369394,7507174,7630345,7781291,7929605,8109058,8247758,8363774,8265262,8392848,8605667,8768520
"Labor force, total",SL.TLF.TOTL.IN,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390880407,401230504,411662507,422422913,433729433,446231731,460921410,475995696,491161681,506358629,521778625,533966067,545929843,557873878,570003848,581592319,586943125,592725771,598278932,604435747,610764278,617342324,624370529,635098001,645007828,656990755,666827820,679612306,689407317,700653972,704533809,728521662,750033333,773216266
"Labor force, total",SL.TLF.TOTL.IN,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,390880407,401230504,411662507,422422913,433729433,446231731,460921410,475995696,491161681,506358629,521778625,533966067,545929843,557873878,570003848,581592319,586943125,592725771,598278932,604435747,610764278,617342324,624370529,635098001,645007828,656990755,666827820,679612306,689407317,700653972,704533809,728521662,750033333,773216266
"Labor force, total",SL.TLF.TOTL.IN,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210334664,216519767,222716280,229232545,236042075,242900600,249333704,255813450,262989988,270557817,278138178,285878154,293673363,301876676,310197996,318759545,327107126,335513374,344101581,352435327,360152915,371842404,382198061,392792519,400805692,411194294,421789502,431263955,442791397,454833886,461764073,478547841,494174387,500504571
"Labor force, total",SL.TLF.TOTL.IN,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210334664,216519767,222716280,229232545,236042075,242900600,249333704,255813450,262989988,270557817,278138178,285878154,293673363,301876676,310197996,318759545,327107126,335513374,344101581,352435327,360152915,371842404,382198061,392792519,400805692,411194294,421789502,431263955,442791397,454833886,461764073,478547841,494174387,500504571
"Labor force, total",SL.TLF.TOTL.IN,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,210334664,216519767,222716280,229232545,236042075,242900600,249333704,255813450,262989988,270557817,278138178,285878154,293673363,301876676,310197996,318759545,327107126,335513374,344101581,352435327,360152915,371842404,382198061,392792519,400805692,411194294,421789502,431263955,442791397,454833886,461764073,478547841,494174387,500504571
"Labor force, total",SL.TLF.TOTL.IN,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1022262326,1037058904,1052490286,1064997698,1082426116,1097789497,1111628811,1129564823,1147276506,1163055249,1178063183,1195587714,1212827102,1231138935,1249729790,1267302925,1282671183,1297999526,1308515431,1320287112,1327244130,1340423742,1351765334,1356867512,1364630638,1375459823,1383097501,1391008552,1399208074,1408177727,1375980667,1408503169,1392894170,1404778009
"Labor force, total",SL.TLF.TOTL.IN,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2326446436,2367005330,2406905150,2441982973,2484975185,2527623648,2571420725,2619416926,2666678128,2719170149,2765726509,2809255397,2853882505,2900559842,2950087558,2999842717,3041596806,3083320247,3119282091,3152893436,3183465776,3221308425,3257971318,3292202509,3326377163,3364992571,3402190924,3436515304,3473326973,3510868855,3480933959,3561147295,3600349587,3650968792
